Name,Time,County,Location,Acres,Containment
Camp Fire,11/24/2018 20:07,Butte County,Pulga Road at Camp Creek Road near Jarbo Gap,"153,336",98,39.6519275,-121.5858444
Woolsey Fire,11/21/2018 18:11,Los Angeles County,"E Street and Alfa Road Rd, South of Simi Valley","96,949",100,34.3155072,-118.2096814
Hill Fire,11/16/2018 06:44,Ventura County,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley","4,531",100,34.4458248,-119.0779359
Nurse Fire,11/09/2018 11:56,Solano County,"off Highway 12 and Nurse Blue Road, Suisun City","1,500",90,38.2218938,-121.9163555
Sierra Fire,11/14/2018 14:03,San Bernardino County,off Sierra Ave and Riverside Ave,147,85,34.8253019,-116.0833144
Niles Fire,11/17/2018 08:23,Alameda County," off Palomares Road Niles Canyon Road, northwest of Sunol",20,90,37.6090291,-121.899142
Eagle Fire,10/02/2018 18:36,Fresno County," Bobs Flat Trail, 3 miles north of Trimmer", , ,36.6713502,-119.8155355
Donnell Fire,09/04/2018 15:25,Tuolumne County,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness", , ,38.056944,-119.9919351
Bear Fire ,11/19/2018 16:14,Santa Cruz County,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",10,100,37.050096,-121.9905908
Morgan Fire,11/19/2018 16:14,Contra Costa County,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",20,100,37.9034806,-121.9175345
Briggs Fire,11/19/2018 16:14,Ventura County,"off Shell Road and Orr Road, Santa Paula",150,100,34.4458248,-119.0779359
Green Hill Fire,11/15/2018 08:55,Humboldt County,off Highway 299 in the area of Green Hill,1,100,40.5997415,-123.8997734
Peak Fire,11/15/2018 08:55,Ventura County,"off Highway 118 and Rocky Peak Road, east of Simi Valley",186,100,34.4458248,-119.0779359
Horn Fire,11/15/2018 08:56,Lassen County,"Horn Road and Mail Route Road, 9 miles southeast of Termo",88,100,40.7685579,-120.730998
Brushy Fire,11/15/2018 08:54,Mendocino County,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",35,100,39.3176491,-123.4126399
Adams Fire,11/06/2018 15:25,Tehama County,"off Adams Road at Barr Lane, southwest of Cottonwood",60,100,40.1251334,-122.2015529
Rincon Fire,11/15/2018 08:56,Santa Cruz County,"off Highway 9 and Rincon Crossing, north of Santa Cruz",17,100,37.050096,-121.9905908
June Fire,11/01/2018 20:36,Butte County,"Four Junes Way and Palermo, south of Palermo",550,100,39.6519275,-121.5858444
Market Fire,10/30/2018 10:18,Tulare County,"Road 208 and Avenue 380, 5 miles north of Woodlake",120,100,36.2516475,-118.852583
Camino Fire,10/24/2018 11:57,San Luis Obispo County,Off Lopez Drive east of Arroyo Grande,58,100,35.3540209,-120.3757163
Powellton Fire,10/23/2018 08:26,Butte County,"Upper Powellton Rd and Skyway, north of Stirling City",10,100,39.6519275,-121.5858444
Masonic Fire,10/16/2018 16:34,Shasta County,"Lake Blvd & Masonic Ave, Redding",38,100,40.7965121,-121.9979194
Tower Fire,10/16/2018 15:48,Shasta County,"Cloverdale & Clear Creek, Near the community of Igo",12,100,40.7965121,-121.9979194
Priest Fire,10/16/2018 15:47,Monterey County," Hwy 198 & Priest Valley Rd, east of San Lucas",167,100,36.2231079,-121.3877428
Winters Fire,10/16/2018 16:24,Solano County,"Winters Rd & Allendale Rd, south of Winters",160,100,38.2218938,-121.9163555
Iron Gate Fire,10/15/2018 13:41,Siskiyou County,1 mile northwest of Iron Gate Dam,15,100,41.5007223,-122.544354147521
Branscombe Fire,11/15/2018 08:57,Solano County,"Branscombe Road south of Hwy 12, Suisun City","4,500",100,38.2218938,-121.9163555
Park Fire,10/11/2018 08:54,Santa Clara County,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",63,100,37.2333253,-121.6846349
Sun Fire,10/15/2018 13:42,Tehama County,"Hwy 36 and Sunriver Road, east of Red Bluff","3,889",100,40.1251334,-122.2015529
Nacimiento Fire,10/11/2018 08:52,Monterey County,"Nacimiento Fergusson Rd, west of Jolon",150,100,36.2231079,-121.3877428
Shandon Fire,10/04/2018 10:09,San Luis Obispo County,"Gillis Canyon Road and San Juan Road, east of Paso Robles",80,100,35.3540209,-120.3757163
Silver Fire,10/04/2018 10:09,Shasta County,"Oak Run Rd and Little Ridge Rd, Palo Cedro",76,100,40.7965121,-121.9979194
Wilson Fire,10/11/2018 08:49,Tehama County,"Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester",261,100,40.1251334,-122.2015529
Keenbrook Fire,10/15/2018 13:42,San Bernardino County,"Cajon Blvd and Kenwood Ave, Devore",53,100,34.8253019,-116.0833144
Nimshew Fire,09/27/2018 08:16,Butte County,"Nimshew Rd & Centerville Rd, Magalia",33,100,39.6519275,-121.5858444
Quimby Fire,09/27/2018 08:15,Santa Clara County,"Quimby Rd & Borden Dr, East San Jose",30,100,37.2333253,-121.6846349
Copper Fire,10/04/2018 10:10,Lassen County,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",53,100,40.7685579,-120.730998
Oak Fire,10/04/2018 10:10,Madera County,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",360,100,37.1716264,-119.7737991
Charlie Fire,10/11/2018 08:52,Los Angeles County,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic","3,380",100,34.3155072,-118.2096814
Meyers Fire,09/27/2018 08:15,El Dorado County,Meyers Rd in Camino,12,100,38.7574137,-120.5276129
Reservoir Fire,09/18/2018 08:19,San Luis Obispo County,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",51,100,35.3540209,-120.3757163
Metz Fire,09/14/2018 07:18,Monterey County,"Metz Road and Topo Road, east of Greenfield",400,100,36.2231079,-121.3877428
Soboba Fire,09/24/2018 11:30,Riverside County,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba",25,100,33.7219991,-116.0372472
Irving Fire,09/14/2018 17:15,Marin County,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",152,100,38.0409144,-122.6199638
Fork Fire,11/15/2018 08:48,Los Angeles County,"East Fork Rd & San Gabriel Canyon Rd, Azusa",166,100,34.3155072,-118.2096814
Snell Fire,09/15/2018 18:51,Napa County,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown","2,490",100,38.4898675,-122.3218414
Water Fire,09/14/2018 18:58,Kern County,"southbound I-5, south of Grapevine Rd.",200,100,35.3145701,-118.7538222
Tulloch Fire,09/11/2018 06:57,Tuolumne County,"Hwy 108 and Tulloch Road, east of Oakdale",573,100,38.056944,-119.9919351
Delta Fire,10/11/2018 08:51,Shasta County,"I-5 and Lamoine, 2 miles NW of Lakehead","63,311",100,40.7965121,-121.9979194
Kerlin Fire,09/18/2018 08:20,Trinity County,"Kerlin Creek, west of Hyampom","1,751",100,40.6053256,-123.171268
Ranchera Fire,09/05/2018 09:50,Shasta County,"Ranchera Road and Hill Boulevard, Shasta Lake City",13,100,40.7965121,-121.9979194
Boot Fire,09/18/2018 08:20,Mono County,"Hwy 395 & Hwy 108, Sonora Junction","6,974",100,37.9533927,-118.9398758
Sliger Fire,09/11/2018 06:58,El Dorado County,"Sliger Mine Rd and Hida Way, northwest of Georgetown",150,100,38.7574137,-120.5276129
North Fire,09/18/2018 08:20,Placer County,"North Fork Campground, south of Emigrant Gap","1,120",100,39.1012064,-120.7650606
Kelsey Fire,09/05/2018 09:51,Lake County,"Kelsey Creek Rd & Conklin Ln, Kelseyville",24,100,42.3327033,-87.9939552
Ridge Fire,09/05/2018 09:50,Lake County,"Highland Springs Rd & Old Toll Rd, Kelseyville",36,100,42.3327033,-87.9939552
Essex Fire,11/15/2018 08:27,Modoc County,"East of Essex Reservoir, northeast of Canby.",15,100,41.5450487,-120.7435998
Ogilvy Fire,09/18/2018 08:20,Santa Barbara County,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",172,100,34.7136533,-119.9858232
Grade Fire,09/04/2018 15:09,Lake County,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",60,100,42.3327033,-87.9939552
Sterling,09/05/2018 09:51,San Bernardino County,"Sterling Ave and Foothill Dr, City of San Bernardino",125,100,34.8253019,-116.0833144
Redinger Fire,08/30/2018 16:50,Madera County,"Mammoth Road, 29 miles north of Clovis",88,100,37.1716264,-119.7737991
Winchester Fire,08/28/2018 12:21,Riverside County,"Hidden Falls Road, Winchester",36,100,33.7219991,-116.0372472
Cache Fire,08/29/2018 21:32,Lake County,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks",103,100,42.3327033,-87.9939552
Castro Fire,08/27/2018 19:32,Alameda County,"I 580 and Paloverde Rd., Castro Valley",48,100,37.6090291,-121.899142
Country Fire,08/26/2018 08:05,Riverside County,off High Country Drive in Moreno Valley,32,100,33.7219991,-116.0372472
Eastman Fire,08/26/2018 08:06,Madera County,"Road 29 & Road 607, southwest of Eastman Lake",289,100,37.1716264,-119.7737991
Land Fire,08/24/2018 18:14,Riverside County,"Hwy 60 and Jack Rabbit Trail, Beaumont",23,100,33.7219991,-116.0372472
Keller Fire,08/24/2018 18:16,Riverside County,off Scenic View Drive and Keller Road,9.5,100,33.7219991,-116.0372472
Front Fire,08/30/2018 16:50,Santa Barbara County,off Highway 166 and Sierra Madre Road,"1,014",100,34.7136533,-119.9858232
Gorge Fire,08/24/2018 18:15,Shasta County,"off Highway 36 west and Beegum Gorge road, Platina area",155,100,40.7965121,-121.9979194
Call Fire,08/30/2018 16:50,Kern County,"off Cow Flat Road and Highway 178, west of Lake Isabella",367,100,35.3145701,-118.7538222
Marcel Fire,08/18/2018 20:28,Kern County,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",34,100,35.3145701,-118.7538222
Alhambra Fire,09/07/2018 13:15,Contra Costa County,"off Highway 4 and Alhambra Ave, Martinez",30,100,37.9034806,-121.9175345
Pine Fire,08/16/2018 19:36,Kern County,"off Pine Mountain Road and Granite Road, north of Bakersfield",114,100,35.3145701,-118.7538222
Mill Creek 1 Fire,09/02/2018 07:21,Humboldt County,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa","3,674",100,40.5997415,-123.8997734
River Fire (Mendocino Complex),09/11/2018 07:02,Colusa County,"Old River Rd, near Mile Marker Post 7.9, Hopland","48,920",100,39.1465578,-122.2209563
River Fire,08/19/2018 20:19,Tulare County,"Old Stage Rd and White River Rd, southeast of Porterville",668,100,36.2516475,-118.852583
Cloverdale Fire,09/04/2018 15:11,San Diego County,"off San Pasqual Valley Rd, near Escondido.",100,100,32.9637838,-116.7706277
Oak Fire,08/16/2018 09:59,Nevada County,"off Oak Lane and Buck Mountain Road, south of Grass Valley",16,100,39.3540335,-120.8089843
Stone Fire,09/04/2018 15:25,Modoc County,"Big Canyon, 10 miles SW of Canby","39,387",100,41.5450487,-120.7435998
Gulch Fire,08/13/2018 09:11,Monterey County,"Dead Mans Gulch Rd and Sargents Rd, south of San Ardo",650,100,36.2231079,-121.3877428
Nelson Fire,08/13/2018 09:13,Solano County,"Nelson Rd and Cherry Glen Rd, Vacaville","2,162",100,38.2218938,-121.9163555
Syar Fire,08/13/2018 09:08,Napa County,Napa Vallejo Highway and Syar Industrial Way,10,100,38.4898675,-122.3218414
Hat Fire,08/16/2018 19:26,Shasta County,"Hwy 299 east and Fish Hatchery rd, northeast of Burney","1,900",100,40.7965121,-121.9979194
Rangeland Fire,08/13/2018 09:04,San Diego County,off Rangeland Road and Highway 78 in Ramona,250,100,32.9637838,-116.7706277
Hirz Fire,09/14/2018 06:22,Shasta County,"off Gilman and Moore Creek Campground, east of Lakehead","46,150",100,40.7965121,-121.9979194
Bridge Fire,08/09/2018 13:27,Marin County,"Platform Bridge Rd. and Point Reyes Station, northeast of Olema",45,100,38.0409144,-122.6199638
Murphy Fire,08/16/2018 10:13,Plumas County,"off Hwy 70 near Chips Creek, west of Belden",117,100,39.9430988,-120.8059521
Five Fire,08/08/2018 11:17,Kings County,"off Interstate 5 and Milham Rd, Kettleman Hills area","2,995",100,40.64530975,-73.9550230275334
South Fire,08/07/2018 10:35,Calaveras County,"Near Milton Road and South Gulch Road, Rancho Calaveras",290,100,38.2558181,-120.4981492
Holy Fire,08/27/2018 17:11,Orange County,"Holy Jim Canyon, west of N. Main Divide", , ,33.7500378,-117.8704931
Terra Fire,08/07/2018 10:35,Riverside County,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",35,100,33.7219991,-116.0372472
Turkey Fire,08/07/2018 10:34,Monterey County,"near Highway 46 and Turkey Flats, near Parkfield","2,225",100,36.2231079,-121.3877428
Casner Fire,08/07/2018 10:35,San Diego County,"off Old Julian Highway and Creek Hollow, west of Ramona",14,100,32.9637838,-116.7706277
Parrots Fire,08/08/2018 08:38,Calaveras County,"Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito",136,100,38.2558181,-120.4981492
Wagner Fire,08/08/2018 08:39,Mariposa County,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",22,100,37.570148,-119.9036592
Creek Fire,08/06/2018 13:14,Alameda County,"Welch Creek Rd and Geary Rd., southeast of Sunol",30,100,37.6090291,-121.899142
Tarina Fire,08/06/2018 13:35,Kern County,"Breckenridge Rd & Comanche Dr, east of Bakersfield","2,950",100,35.3145701,-118.7538222
Western Fire,08/05/2018 20:02,Mendocino County,"Off Highway 101, south of Hopland",106,100,39.3176491,-123.4126399
Omega Fire,08/05/2018 20:02,El Dorado County,"off Omega Lane and Alpha Circle, west of Pilot Hill",66,100,38.7574137,-120.5276129
Bumper Fire,08/05/2018 20:01,El Dorado County,"Bumper Rd & China Hill Rd, east of Frenchtown",67,100,38.7574137,-120.5276129
Sunset Fire,08/02/2018 12:03,Placer County,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",700,100,39.1012064,-120.7650606
Butte Fire,08/05/2018 20:07,Sutter County,"Pass Road and W Butte Road, 9 miles northwest of Yuba City","1,200",100,38.9509675,-121.697088
Eel Fire,08/08/2018 19:49,Mendocino County,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",972,100,39.3176491,-123.4126399
Owens Fire,08/10/2018 15:56,Inyo County,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",338,100,36.5595325,-117.4074712
Corner Fire,08/05/2018 20:03,Shasta County,"Hwy 299 E & Hwy 89, east of Burney",35,100,40.7965121,-121.9979194
Steele Fire,08/02/2018 12:04,Napa County,"off Arroyo Grande Drive and Steele Canyon Road, Capell",135,100,38.4898675,-122.3218414
Sobrante Fire,07/29/2018 11:56,Riverside County,"El Sobrante Road at McAllister Street, Lake Matthews",30,100,33.7219991,-116.0372472
Rock Fire,08/01/2018 08:57,San Diego County,Rock Mountain Dr. and Sandia Creek Dr. in the community of Fallbrook.,207,100,32.9637838,-116.7706277
Whaleback Fire,08/09/2018 14:35,Lassen County,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding","18,703",100,40.7685579,-120.730998
Breckenridge Fire,07/28/2018 09:07,Kern County,"off Breckenridge Road and Tarina Ct, east of Bakersfield",993,100,35.3145701,-118.7538222
Pasqual Fire,08/01/2018 08:57,San Diego County,"San Pasqual Valley Rd, west of Ramona",365,100,32.9637838,-116.7706277
Balch Fire,08/01/2018 08:58,Tulare County,"off Balch Park Road and Yokohl Drive, northeast of Porterville",100,100,36.2516475,-118.852583
Ranch Fire (Mendocino Complex),10/04/2018 10:10,Colusa County,"off Highway 20 near Potter Valley, northeast of Ukiah","410,203", ,39.1465578,-122.2209563
Ribbon Fire,08/01/2018 08:59,Riverside County,Highway 74 and Ribbonwood Dr. near Pinyon,205,100,33.7219991,-116.0372472
Church Fire,07/28/2018 09:13,Santa Clara County,"Monterey Road and Church Ave, San Martin",20,100,37.2333253,-121.6846349
Patterson Fire,07/27/2018 09:34,Alameda County,"Patterson Pass Road and Midway Rd, Altamont",34,100,37.6090291,-121.899142
Marsh Fire,07/29/2018 11:20,Contra Costa County,"Marsh Creek Rd and  Bragdon way, east of Mount Diablo",247,100,37.9034806,-121.9175345
Hidden Fire,07/27/2018 09:36,San Benito County,"Hidden Valley Rd & Cienega Rd, south of Hollister",39,100,36.6248089,-121.1177379
Roxie Fire (Formerly 1-1 Fire),08/01/2018 08:59,Lassen County,"Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville",167,100,40.7685579,-120.730998
Cranston Fire,08/13/2018 09:40,Riverside County,"off Highway 74 and Control Road, east of Hemet","13,139",100,33.7219991,-116.0372472
Martinez Fire,07/28/2018 09:02,Riverside County,"Off Martinez Road & Avenue 66, Thermal",40,100,33.7219991,-116.0372472
Crestline Fire,08/01/2018 08:59,Shasta County,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",51,100,40.7965121,-121.9979194
Carr Fire,09/04/2018 15:09,Shasta County,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown","229,651",100,40.7965121,-121.9979194
Pico Fire,07/27/2018 14:36,Los Angeles County,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",128,100,34.3155072,-118.2096814
Country Fire,07/26/2018 06:13,Santa Clara County,County Club Rd & N Park Victoria Rd in Milpitas,320,100,37.2333253,-121.6846349
Heart Fire,07/27/2018 09:34,Mendocino County,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County)",67,100,39.3176491,-123.4126399
Rock Fire,07/25/2018 06:27,San Luis Obispo County,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",30,100,35.3540209,-120.3757163
Mustang Fire,07/23/2018 07:00,San Luis Obispo County,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",37,100,35.3540209,-120.3757163
Carder Fire,07/24/2018 08:47,Lake County,"Adobe Creek Rd & Peterson Ln, Kelseyville",50,100,42.3327033,-87.9939552
Highland Fire,07/27/2018 09:37,Shasta County,"Highland Ridge Rd & Trinity Mt Rd, French Gulch",63,100,40.7965121,-121.9979194
Windmill Fire,07/24/2018 08:49,Santa Barbara County,"Highway 246, west of Buellton",110,100,34.7136533,-119.9858232
Cinnamon Fire,07/22/2018 06:58,San Diego County,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",13,100,32.9637838,-116.7706277
Horse Creek Fire,08/09/2018 14:32,Tulare County,"Mineral King Rd, Ash Mountain area",34,100,36.2516475,-118.852583
Skyline Fire,07/27/2018 14:30,Riverside County,"off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit",282,100,33.7219991,-116.0372472
Ben Fire,07/22/2018 06:58,Mariposa County,"Ben Hur Rd & Preston Rd, south of Ben Hur",40,100,37.570148,-119.9036592
Simmons Fire,07/22/2018 06:59,Butte County,"Off Highway 162 & Simmons Rd, Lake Oroville",43,100,39.6519275,-121.5858444
Eighty Eight Fire,07/22/2018 06:59,Yolo County,"off County Road 88 and County Road 29, north of Winters",822,100,38.7184542,-121.9059001
Cruces Fire,07/22/2018 07:00,Santa Barbara County,"off Highway 1 and Highway 101, North of Gaviota",77,100,34.7136533,-119.9858232
Lott Fire,07/22/2018 07:00,Siskiyou County,"off Lott Rd and Bunny Ln, 15 miles north of Weed",10,100,41.5007223,-122.544354147521
Border Fire,07/18/2018 18:19,San Diego County,north of the Meixcan border and east of the Otay port of entry,28,100,32.9637838,-116.7706277
Camp Fire,07/22/2018 07:01,San Luis Obispo County,"off Gage Irving Road, South Lake Nacimiento",14,100,35.3540209,-120.3757163
Garner Complex,11/19/2018 15:56, ,"west of Hwy 199, 4 mi northwest of Cave Junction, OR","29,016",100,0,0
3-18 Fire,07/18/2018 18:17,Lassen County,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",32,100,40.7685579,-120.730998
Natchez Fire,10/30/2018 15:00, ,"southeast of Cave Junction, OR","38,134",100,0,0
3-16 Fire,07/18/2018 18:18,Lassen County,near Little Valley,89,100,40.7685579,-120.730998
Johnson Fire,07/17/2018 12:31,Humboldt County,Highway 169 in Pecwan,16,100,40.5997415,-123.8997734
Tuscan Fire,07/17/2018 12:31,Tehama County,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",50,100,40.1251334,-122.2015529
3-10 Fire,07/18/2018 18:15,Lassen County,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",56,100,40.7685579,-120.730998
Steamboat Fire,07/22/2018 07:00,Siskiyou County,"Shasta Valley Wildlife Area, 4 miles south east of Montague",224,100,41.5007223,-122.544354147521
3-2 Fire,07/17/2018 11:51,Lassen County,"off Homestead Ranch Road, southeast of Doyle",14,100,40.7685579,-120.730998
Lariat Fire,07/17/2018 15:03,Tehama County,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",33,100,40.1251334,-122.2015529
Eagle Fire,08/09/2018 14:23,Modoc County,"County Rd 40/ County Rd1, South West of Eagleville","2,100",100,41.5450487,-120.7435998
